PUMA,Total Injuries per 100 Street Miles,Pedestrian Injuries per 100 Street Miles,Cyclist Injuries per 100 Street Miles,Motorist Injuries per 100 Street Miles,Total Fatalities per 100 Street Miles,Street Miles
3603701,413.92405063291136,131.64556962025316,11.39240506329114,270.88607594936707,2.5316455696202533,79
3603702,498.4496124031008,106.20155038759691,20.930232558139537,371.3178294573643,3.10077519379845,129
3603704,767.6470588235294,165.68627450980392,35.294117647058826,566.6666666666667,4.901960784313726,102
3603706,1175.5555555555557,357.77777777777777,53.333333333333336,764.4444444444445,11.11111111111111,45
3603707,1343.75,377.08333333333337,45.83333333333333,920.8333333333334,2.083333333333333,48
3603708,1177.0491803278687,381.9672131147541,50.81967213114754,744.2622950819672,6.557377049180328,61
3603709,657.0175438596491,164.91228070175438,35.96491228070175,456.140350877193,3.508771929824561,114
3603710,854.8387096774194,189.51612903225808,41.12903225806452,624.1935483870968,2.4193548387096775,124
3603802,1128.888888888889,300.0,108.88888888888889,720.0,13.333333333333334,45
3603803,1406.9767441860465,390.6976744186046,127.90697674418605,888.3720930232558,11.627906976744185,43
3603804,1171.6666666666667,321.6666666666667,73.33333333333333,776.6666666666666,5.0,60
3603805,1013.1147540983607,406.55737704918033,142.62295081967213,463.9344262295082,4.918032786885246,61
3603806,844.4444444444445,314.2857142857143,139.68253968253967,390.4761904761905,7.936507936507936,63
3603807,1846.5116279069769,756.9767441860465,305.8139534883721,783.7209302325581,10.465116279069768,86
3603808,1816.9811320754718,679.2452830188679,250.9433962264151,886.7924528301886,5.660377358490567,53
3603809,1244.8275862068965,493.1034482758621,251.72413793103448,500.0,5.172413793103448,58
3603810,1106.3829787234044,410.63829787234044,202.1276595744681,493.6170212765957,7.446808510638298,94
3603901,190.15151515151516,20.95959595959596,1.5151515151515151,167.67676767676767,0.7575757575757576,396
3603902,300.60790273556233,39.51367781155015,2.735562310030395,258.3586626139818,1.82370820668693,329
3603903,335.03401360544217,62.244897959183675,11.224489795918368,261.5646258503401,2.380952380952381,294
3604001,821.5517241379309,166.3793103448276,187.93103448275863,467.2413793103448,5.172413793103448,116
3604002,1212.121212121212,283.33333333333337,133.33333333333331,795.4545454545454,9.090909090909092,66
3604003,1325.4237288135594,308.47457627118644,161.01694915254237,855.9322033898304,3.389830508474576,59
3604005,576.8421052631579,131.57894736842107,91.57894736842105,353.6842105263158,3.1578947368421053,95
3604006,1800.0,449.1525423728813,194.91525423728814,1155.9322033898304,10.16949152542373,59
3604007,1364.5569620253164,279.746835443038,84.81012658227847,1000.0,6.329113924050633,79
3604008,1100.0,186.66666666666666,60.0,853.3333333333334,5.185185185185185,135
3604009,590.7317073170732,105.3658536585366,25.853658536585368,459.5121951219512,1.951219512195122,205
3604010,1688.5057471264367,272.41379310344826,109.19540229885058,1306.896551724138,5.747126436781609,87
3604011,1743.90243902439,441.4634146341464,168.29268292682926,1134.1463414634147,7.317073170731707,41
3604012,832.967032967033,224.17582417582418,103.29670329670331,505.49450549450546,3.296703296703297,91
3604013,513.4615384615385,160.5769230769231,42.30769230769231,310.5769230769231,3.8461538461538463,104
3604014,847.0588235294118,249.41176470588235,129.41176470588235,468.2352941176471,3.5294117647058822,85
3604015,1183.5443037974683,324.0506329113924,107.59493670886076,751.8987341772151,5.063291139240507,79
3604016,641.2698412698413,194.44444444444443,46.82539682539682,400.0,7.936507936507936,126
3604017,649.5145631067961,213.59223300970874,52.42718446601942,383.49514563106794,3.8834951456310676,103
3604018,629.7297297297297,191.89189189189187,52.702702702702695,385.13513513513516,2.7027027027027026,74
3604101,682.03125,175.0,72.65625,434.375,0.78125,128
3604102,928.7128712871287,211.8811881188119,111.88118811881189,604.950495049505,6.9306930693069315,101
3604103,325.34722222222223,92.70833333333334,11.458333333333332,221.18055555555554,1.7361111111111112,288
3604104,191.32231404958677,42.14876033057851,4.958677685950414,144.21487603305786,0.8264462809917356,242
3604105,446.1538461538462,39.20595533498759,9.181141439205955,397.7667493796526,1.488833746898263,403
3604106,462.43386243386243,88.35978835978835,13.756613756613756,360.3174603174603,2.1164021164021163,189
3604107,767.7083333333333,197.91666666666669,96.875,472.9166666666667,2.083333333333333,96
3604108,426.1363636363637,146.5909090909091,37.5,242.04545454545453,2.272727272727273,88
3604109,629.4117647058823,137.90849673202615,64.70588235294117,426.797385620915,4.57516339869281,153
3604110,457.4850299401198,122.1556886227545,34.13173652694611,301.1976047904192,1.1976047904191618,167
3604111,625.0,137.5,43.75,443.75,5.46875,128
3604112,640.6130268199233,122.98850574712642,21.455938697318008,496.1685823754789,4.21455938697318,261
3604113,538.5093167701864,65.83850931677019,15.527950310559005,457.1428571428571,6.832298136645963,161
3604114,256.8047337278106,57.98816568047337,16.56804733727811,182.24852071005918,1.183431952662722,169
