PUMA,Total Injuries per 100 Street Miles,Pedestrian Injuries per 100 Street Miles,Cyclist Injuries per 100 Street Miles,Motorist Injuries per 100 Street Miles,Total Fatalities per 100 Street Miles,Street Miles
3603701,473.4177215189874,112.65822784810126,27.848101265822784,332.9113924050633,2.5316455696202533,79
3603702,860.4651162790697,144.1860465116279,27.131782945736433,689.1472868217054,3.10077519379845,129
3603703,333.95061728395063,55.55555555555556,11.11111111111111,267.28395061728395,1.2345679012345678,162
3603704,821.5686274509803,166.66666666666669,24.509803921568626,630.3921568627451,4.901960784313726,102
3603705,1158.0,241.0,79.0,838.0000000000001,3.0,100
3603707,1720.8333333333333,343.75,97.91666666666666,1279.1666666666665,8.333333333333332,48
3603708,1437.704918032787,372.1311475409836,91.80327868852459,973.7704918032787,4.918032786885246,61
3603709,518.421052631579,144.73684210526315,35.96491228070175,337.719298245614,1.7543859649122806,114
3603710,1053.225806451613,224.19354838709674,72.58064516129032,756.4516129032259,2.4193548387096775,124
3603801,836.1111111111111,248.61111111111111,119.44444444444444,468.05555555555554,1.3888888888888888,72
3603802,853.3333333333334,222.22222222222223,113.33333333333333,517.7777777777778,4.444444444444445,45
3603803,1516.2790697674418,400.0,204.6511627906977,911.6279069767442,6.976744186046512,43
3603804,1031.6666666666667,286.6666666666667,126.66666666666666,618.3333333333334,1.6666666666666667,60
3603805,895.0819672131148,337.7049180327869,139.34426229508196,418.03278688524597,8.19672131147541,61
3603806,690.4761904761905,250.79365079365078,125.39682539682539,314.2857142857143,4.761904761904762,63
3603807,1587.2093023255816,588.3720930232558,306.9767441860465,691.8604651162791,4.651162790697675,86
3603808,1675.4716981132078,554.7169811320755,301.8867924528302,818.867924528302,3.7735849056603774,53
3603809,1112.0689655172414,348.2758620689655,263.7931034482759,500.0,8.620689655172415,58
3603810,964.8936170212766,307.4468085106383,192.5531914893617,464.89361702127655,2.127659574468085,94
3603901,158.58585858585857,13.88888888888889,1.7676767676767675,142.92929292929293,0.25252525252525254,396
3603902,282.97872340425533,39.51367781155015,2.43161094224924,241.03343465045594,0.60790273556231,329
3603903,345.578231292517,65.64625850340136,15.306122448979592,264.6258503401361,1.0204081632653061,294
3604001,841.3793103448276,183.6206896551724,145.68965517241378,512.0689655172414,5.172413793103448,116
3604002,1245.4545454545455,227.27272727272728,178.78787878787878,839.3939393939395,4.545454545454546,66
3604003,1379.6610169491526,306.77966101694915,203.38983050847457,869.491525423729,1.694915254237288,59
3604004,1056.842105263158,249.47368421052633,174.73684210526318,632.6315789473684,1.0526315789473684,95
3604005,595.7894736842105,111.57894736842104,103.15789473684211,381.05263157894734,3.1578947368421053,95
3604006,2008.4745762711866,389.8305084745763,191.52542372881356,1427.1186440677966,1.694915254237288,59
3604007,1737.9746835443036,311.39240506329116,92.40506329113924,1334.1772151898733,7.59493670886076,79
3604008,1231.111111111111,185.1851851851852,63.70370370370371,982.2222222222223,3.7037037037037033,135
3604009,831.219512195122,116.58536585365853,32.19512195121951,682.4390243902438,2.9268292682926833,205
3604010,1679.310344827586,248.27586206896552,81.60919540229885,1349.4252873563219,4.597701149425287,87
3604011,1941.4634146341464,436.5853658536586,143.90243902439025,1360.9756097560976,2.4390243902439024,41
3604012,872.5274725274725,207.6923076923077,104.39560439560441,560.4395604395604,4.395604395604396,91
3604013,494.2307692307692,126.92307692307692,38.46153846153847,328.8461538461538,0.9615384615384616,104
3604014,872.9411764705882,248.23529411764707,131.76470588235293,492.9411764705883,1.1764705882352942,85
3604015,1249.367088607595,321.5189873417721,143.03797468354432,784.8101265822785,1.2658227848101267,79
3604016,584.1269841269841,152.38095238095238,66.66666666666666,365.07936507936506,4.761904761904762,126
3604017,729.126213592233,203.88349514563106,73.7864077669903,451.45631067961165,4.854368932038835,103
3604018,636.4864864864865,193.24324324324326,55.4054054054054,387.83783783783787,2.7027027027027026,74
3604101,760.9375,153.90625,87.5,519.53125,0.78125,128
3604102,839.6039603960396,202.97029702970298,100.0,536.6336633663367,4.9504950495049505,101
3604103,456.94444444444446,98.95833333333334,23.958333333333336,334.02777777777777,2.7777777777777777,288
3604105,521.091811414392,42.92803970223325,7.6923076923076925,470.4714640198511,1.9851116625310175,403
3604106,500.52910052910056,93.65079365079364,16.402116402116402,390.4761904761905,4.232804232804233,189
3604107,609.375,178.125,77.08333333333334,354.16666666666663,2.083333333333333,96
3604108,545.4545454545454,163.63636363636365,30.681818181818183,351.1363636363636,3.4090909090909087,88
3604109,700.0,132.6797385620915,63.39869281045751,503.92156862745094,4.57516339869281,153
3604110,551.497005988024,115.56886227544909,43.11377245508982,392.814371257485,2.3952095808383236,167
3604111,571.875,121.875,29.6875,420.3125,4.6875,128
3604112,814.5593869731802,134.86590038314176,25.67049808429119,654.0229885057471,1.532567049808429,261
3604113,691.9254658385094,103.1055900621118,14.906832298136646,573.9130434782609,2.484472049689441,161
3604114,297.0414201183432,52.662721893491124,15.384615384615385,228.99408284023667,1.183431952662722,169
