PUMA,Total Injuries per 100 Street Miles,Pedestrian Injuries per 100 Street Miles,Cyclist Injuries per 100 Street Miles,Motorist Injuries per 100 Street Miles,Total Fatalities per 100 Street Miles,Street Miles
3603701,534.1772151898734,137.9746835443038,35.44303797468354,360.7594936708861,1.2658227848101267,79
3603702,845.7364341085272,135.65891472868216,23.25581395348837,686.8217054263565,1.550387596899225,129
3603703,377.77777777777777,74.69135802469135,13.580246913580247,289.5061728395062,1.8518518518518516,162
3603704,794.1176470588235,149.01960784313727,26.47058823529412,618.6274509803922,0.9803921568627451,102
3603705,1059.0,248.0,73.0,738.0,4.0,100
3603706,1384.4444444444446,373.3333333333333,88.88888888888889,922.2222222222222,2.2222222222222223,45
3603709,833.3333333333334,148.24561403508773,54.385964912280706,630.7017543859649,1.7543859649122806,114
3603710,1053.225806451613,200.0,80.64516129032258,772.5806451612902,1.6129032258064515,124
3603801,886.1111111111111,236.11111111111111,91.66666666666666,558.3333333333333,2.7777777777777777,72
3603802,826.6666666666667,242.2222222222222,137.77777777777777,446.6666666666667,6.666666666666667,45
3603803,1511.6279069767443,351.16279069767444,237.2093023255814,923.2558139534884,6.976744186046512,43
3603804,1208.3333333333335,291.66666666666663,183.33333333333331,733.3333333333333,5.0,60
3603805,837.704918032787,259.016393442623,170.4918032786885,408.1967213114754,1.639344262295082,61
3603806,626.984126984127,212.6984126984127,125.39682539682539,288.88888888888886,6.349206349206349,63
3603807,1509.3023255813953,533.7209302325581,296.51162790697674,679.0697674418604,13.953488372093023,86
3603808,1581.132075471698,460.37735849056605,339.62264150943395,781.132075471698,3.7735849056603774,53
3603810,914.8936170212766,259.5744680851064,206.38297872340425,448.936170212766,4.25531914893617,94
3603901,152.77777777777777,17.929292929292927,2.7777777777777777,132.07070707070707,1.0101010101010102,396
3603902,290.27355623100306,42.24924012158054,4.5592705167173255,243.46504559270517,0.303951367781155,329
3603903,310.8843537414966,59.183673469387756,11.904761904761903,239.79591836734696,1.0204081632653061,294
3604001,754.3103448275862,163.79310344827587,145.68965517241378,444.8275862068965,3.4482758620689653,116
3604002,1260.6060606060605,233.33333333333334,186.36363636363635,840.9090909090909,3.0303030303030303,66
3604003,1228.8135593220338,233.89830508474577,184.74576271186442,810.1694915254237,3.389830508474576,59
3604004,1043.157894736842,230.5263157894737,165.26315789473685,647.3684210526316,2.1052631578947367,95
3604005,533.6842105263158,100.0,102.10526315789474,331.57894736842104,1.0526315789473684,95
3604006,2057.6271186440677,398.3050847457627,235.59322033898303,1423.728813559322,1.694915254237288,59
3604007,1711.392405063291,326.5822784810127,116.45569620253164,1268.3544303797469,5.063291139240507,79
3604008,1262.2222222222222,168.14814814814815,66.66666666666666,1027.4074074074074,6.666666666666667,135
3604009,777.560975609756,122.4390243902439,26.34146341463415,628.780487804878,5.365853658536586,205
3604010,1673.5632183908044,265.51724137931035,90.80459770114942,1317.2413793103449,2.2988505747126435,87
3604011,1965.8536585365855,319.5121951219512,219.51219512195124,1426.8292682926829,2.4390243902439024,41
3604012,759.3406593406593,161.53846153846155,124.17582417582418,473.6263736263736,6.593406593406594,91
3604014,731.7647058823529,229.41176470588235,107.05882352941177,395.29411764705884,7.0588235294117645,85
3604015,1234.1772151898733,308.8607594936709,131.64556962025316,793.6708860759493,7.59493670886076,79
3604016,583.3333333333333,173.015873015873,60.317460317460316,350.0,3.968253968253968,126
3604017,701.9417475728155,191.2621359223301,63.10679611650486,447.5728155339806,5.825242718446602,103
3604018,704.0540540540541,181.08108108108107,68.91891891891892,454.05405405405406,2.7027027027027026,74
3604101,734.375,173.4375,100.78125,460.15625,0.78125,128
3604102,882.1782178217821,174.25742574257427,108.91089108910892,599.009900990099,3.9603960396039604,101
3604103,435.4166666666667,111.45833333333333,29.166666666666668,294.79166666666663,2.083333333333333,288
3604104,196.28099173553719,47.107438016528924,9.50413223140496,139.6694214876033,0.8264462809917356,242
3604105,519.6029776674937,48.635235732009924,8.188585607940446,462.77915632754343,1.9851116625310175,403
3604106,452.38095238095235,98.94179894179894,13.756613756613756,339.6825396825397,0.5291005291005291,189
3604107,595.8333333333333,171.875,80.20833333333334,343.75,5.208333333333334,96
3604108,480.6818181818182,131.8181818181818,26.136363636363637,322.7272727272727,1.1363636363636365,88
3604109,762.0915032679738,120.26143790849673,70.58823529411765,571.2418300653595,4.57516339869281,153
3604110,549.7005988023952,104.79041916167664,52.09580838323353,392.814371257485,4.191616766467066,167
3604111,605.46875,114.0625,35.15625,456.25,0.78125,128
3604112,825.2873563218391,126.4367816091954,27.586206896551722,671.264367816092,1.9157088122605364,261
3604113,711.8012422360248,102.48447204968944,23.60248447204969,585.7142857142857,3.7267080745341614,161
3604114,280.4733727810651,62.1301775147929,17.75147928994083,200.59171597633133,2.366863905325444,169
