PUMA,Total Injuries per 100 Street Miles,Pedestrian Injuries per 100 Street Miles,Cyclist Injuries per 100 Street Miles,Motorist Injuries per 100 Street Miles,Total Fatalities per 100 Street Miles,Street Miles
3603702,679.84496124031,108.52713178294573,37.98449612403101,533.3333333333333,2.3255813953488373,129
3603703,254.93827160493828,37.03703703703704,20.37037037037037,197.53086419753086,3.7037037037037033,162
3603704,480.3921568627451,95.09803921568627,50.0,335.29411764705884,5.88235294117647,102
3603705,897.0000000000001,171.0,133.0,593.0,3.0,100
3603706,1015.5555555555555,262.22222222222223,102.22222222222221,651.1111111111111,4.444444444444445,45
3603707,1368.75,243.75,227.08333333333334,897.9166666666666,6.25,48
3603708,1016.3934426229508,227.8688524590164,127.86885245901641,660.655737704918,1.639344262295082,61
3603709,601.7543859649122,118.42105263157893,53.50877192982456,429.8245614035087,7.894736842105263,114
3603710,908.8709677419354,121.7741935483871,117.74193548387098,669.3548387096774,8.064516129032258,124
3603801,751.3888888888889,158.33333333333331,125.0,468.05555555555554,2.7777777777777777,72
3603802,757.7777777777777,131.11111111111111,197.77777777777777,428.88888888888886,4.444444444444445,45
3603803,1490.6976744186047,237.2093023255814,395.3488372093023,858.1395348837209,9.30232558139535,43
3603804,900.0,193.33333333333334,175.0,531.6666666666666,8.333333333333332,60
3603805,518.032786885246,147.54098360655738,122.95081967213115,247.54098360655738,3.278688524590164,61
3603806,453.968253968254,126.98412698412697,147.61904761904762,179.36507936507937,4.761904761904762,63
3603807,829.0697674418604,229.06976744186048,234.88372093023258,365.1162790697674,4.651162790697675,86
3603808,930.188679245283,226.41509433962264,245.2830188679245,458.4905660377358,5.660377358490567,53
3603809,782.7586206896551,174.13793103448276,234.48275862068962,374.13793103448273,1.7241379310344827,58
3603901,94.44444444444444,12.878787878787879,3.535353535353535,78.03030303030303,0.5050505050505051,396
3603902,175.68389057750758,21.88449848024316,8.206686930091186,145.59270516717325,1.5197568389057752,329
3603903,223.80952380952382,35.374149659863946,12.585034013605442,175.85034013605443,0.3401360544217687,294
3604001,537.0689655172414,106.89655172413792,162.93103448275863,267.2413793103448,5.172413793103448,116
3604002,1131.8181818181818,181.8181818181818,237.87878787878788,712.1212121212121,3.0303030303030303,66
3604003,1091.5254237288134,240.6779661016949,227.11864406779662,623.728813559322,3.389830508474576,59
3604004,736.8421052631579,148.42105263157893,193.68421052631578,394.7368421052631,2.1052631578947367,95
3604007,1379.746835443038,203.7974683544304,115.18987341772151,1060.759493670886,5.063291139240507,79
3604008,985.9259259259259,128.14814814814815,81.48148148148148,776.2962962962963,7.4074074074074066,135
3604009,554.6341463414634,73.17073170731707,36.09756097560975,445.36585365853665,4.878048780487805,205
3604010,1150.5747126436781,170.1149425287356,124.13793103448276,856.3218390804599,4.597701149425287,87
3604011,1541.4634146341464,219.51219512195124,212.19512195121953,1109.7560975609756,2.4390243902439024,41
3604012,546.1538461538462,106.5934065934066,120.87912087912088,318.68131868131866,2.197802197802198,91
3604013,323.0769230769231,68.26923076923077,50.96153846153846,203.84615384615384,0.9615384615384616,104
3604014,544.7058823529412,154.11764705882354,120.0,270.5882352941177,5.88235294117647,85
3604015,851.8987341772151,184.81012658227849,124.0506329113924,543.0379746835442,5.063291139240507,79
3604017,454.36893203883494,103.88349514563106,100.97087378640776,249.5145631067961,4.854368932038835,103
3604018,450.0,129.72972972972974,44.5945945945946,275.6756756756757,4.054054054054054,74
3604101,570.3125,114.84375,110.15625,345.3125,3.125,128
3604102,685.1485148514852,129.7029702970297,145.54455445544554,409.9009900990099,3.9603960396039604,101
3604103,247.56944444444446,61.80555555555556,23.958333333333336,161.80555555555557,2.430555555555556,288
3604104,87.19008264462809,17.768595041322314,7.851239669421488,61.57024793388429,1.2396694214876034,242
3604105,312.9032258064516,24.317617866004962,7.94044665012407,280.6451612903226,0.9925558312655087,403
3604106,275.13227513227514,51.32275132275132,19.047619047619047,204.76190476190476,1.0582010582010581,189
3604107,465.625,106.25,90.625,268.75,2.083333333333333,96
3604108,297.7272727272727,90.9090909090909,40.909090909090914,165.9090909090909,1.1363636363636365,88
3604109,462.74509803921575,73.8562091503268,82.35294117647058,306.5359477124183,3.2679738562091507,153
3604110,441.91616766467064,67.66467065868264,89.22155688622755,285.02994011976045,3.592814371257485,167
3604111,405.46875,77.34375,38.28125,289.84375,0.78125,128
3604112,509.9616858237548,76.62835249042146,28.35249042145594,404.9808429118774,3.8314176245210727,261
3604113,442.8571428571429,47.82608695652174,31.67701863354037,363.35403726708074,6.211180124223603,161
3604114,227.2189349112426,43.19526627218935,15.976331360946746,168.0473372781065,1.7751479289940828,169
