PUMA,Total Injuries per 100 Street Miles,Pedestrian Injuries per 100 Street Miles,Cyclist Injuries per 100 Street Miles,Motorist Injuries per 100 Street Miles,Total Fatalities per 100 Street Miles
3603701,426.5822784810126,145.56962025316454,30.37974683544304,250.63291139240508,5.063291139240507
3603702,636.4341085271318,128.68217054263567,15.503875968992247,492.2480620155039,1.550387596899225
3603703,286.41975308641975,57.407407407407405,9.876543209876543,219.1358024691358,1.2345679012345678
3603704,689.2156862745098,141.1764705882353,42.15686274509804,505.88235294117646,1.9607843137254901
3603705,1027.0,249.00000000000003,81.0,697.0,5.0
3603706,977.7777777777778,368.8888888888889,48.888888888888886,560.0,2.2222222222222223
3603709,648.2456140350878,167.54385964912282,56.14035087719298,424.56140350877195,4.385964912280701
3603710,811.2903225806452,194.35483870967744,52.41935483870967,564.516129032258,2.4193548387096775
3603802,886.6666666666667,300.0,131.11111111111111,455.55555555555554,4.444444444444445
3603803,1255.813953488372,358.13953488372096,181.3953488372093,716.2790697674419,4.651162790697675
3603804,1131.6666666666667,375.0,81.66666666666667,675.0,11.666666666666666
3603805,990.1639344262295,395.08196721311475,139.34426229508196,455.7377049180328,11.475409836065573
3603806,709.5238095238095,273.015873015873,133.33333333333331,303.17460317460313,11.11111111111111
3603807,1738.372093023256,698.8372093023256,300.0,739.5348837209302,6.976744186046512
3603808,1605.6603773584907,605.6603773584906,273.5849056603774,726.4150943396227,1.8867924528301887
3603809,1187.9310344827586,482.7586206896552,284.48275862068965,420.6896551724138,10.344827586206897
3603810,914.8936170212766,343.6170212765957,193.61702127659575,377.6595744680851,3.1914893617021276
3603901,155.55555555555557,13.383838383838384,1.7676767676767675,140.4040404040404,0.7575757575757576
3603902,254.7112462006079,28.87537993920973,2.735562310030395,223.1003039513678,0.911854103343465
3603903,308.5034013605442,65.98639455782312,14.285714285714285,228.23129251700684,1.3605442176870748
3604001,774.1379310344828,173.27586206896552,179.31034482758622,421.55172413793105,6.896551724137931
3604002,1101.5151515151515,228.7878787878788,160.6060606060606,712.1212121212121,4.545454545454546
3604003,1264.406779661017,310.1694915254237,179.66101694915255,774.5762711864406,1.694915254237288
3604004,994.7368421052632,269.4736842105263,161.05263157894737,564.2105263157895,5.263157894736842
3604005,513.6842105263158,108.42105263157895,98.94736842105263,306.3157894736842,5.263157894736842
3604006,1713.5593220338983,388.135593220339,166.10169491525423,1159.322033898305,5.084745762711865
3604007,1307.5949367088608,263.2911392405063,64.55696202531645,979.7468354430381,3.79746835443038
3604008,1141.4814814814815,168.88888888888889,46.666666666666664,925.925925925926,5.185185185185185
3604009,563.4146341463414,96.09756097560975,26.34146341463415,440.9756097560976,3.902439024390244
3604010,1539.080459770115,260.91954022988506,73.5632183908046,1204.5977011494253,6.896551724137931
3604011,1673.170731707317,424.39024390243907,100.0,1148.780487804878,4.878048780487805
3604012,739.5604395604396,190.1098901098901,82.41758241758241,467.03296703296706,2.197802197802198
3604013,510.5769230769231,125.96153846153845,39.42307692307692,345.19230769230774,1.9230769230769231
3604014,771.7647058823529,244.7058823529412,92.94117647058823,434.1176470588235,4.705882352941177
3604015,1124.0506329113923,321.5189873417721,101.26582278481013,701.2658227848101,2.5316455696202533
3604016,538.0952380952382,186.5079365079365,52.38095238095239,299.2063492063492,6.349206349206349
3604017,644.6601941747573,188.3495145631068,66.01941747572816,390.29126213592235,4.854368932038835
3604018,548.6486486486486,177.02702702702703,62.16216216216216,309.4594594594595,2.7027027027027026
3604101,657.03125,185.9375,87.5,383.59375,5.46875
3604102,768.3168316831683,187.12871287128715,88.11881188118812,493.0693069306931,2.9702970297029703
3604103,308.33333333333337,100.34722222222223,18.40277777777778,189.58333333333331,1.7361111111111112
3604104,183.4710743801653,33.88429752066116,4.958677685950414,144.62809917355372,0.4132231404958678
3604105,367.4937965260546,41.19106699751861,10.173697270471465,316.1290322580645,1.9851116625310175
3604106,347.61904761904765,86.77248677248677,14.285714285714285,246.56084656084656,2.1164021164021163
3604107,541.6666666666667,159.375,70.83333333333334,311.45833333333337,3.125
3604108,457.95454545454544,146.5909090909091,19.318181818181817,292.04545454545456,3.4090909090909087
3604109,713.0718954248366,132.6797385620915,88.88888888888889,491.5032679738562,1.9607843137254901
3604110,441.91616766467064,94.61077844311377,31.137724550898206,316.16766467065867,4.790419161676647
3604111,667.96875,136.71875,40.625,490.625,4.6875
3604112,635.2490421455939,116.0919540229885,29.50191570881226,489.6551724137931,2.2988505747126435
3604113,595.6521739130435,90.06211180124224,18.012422360248447,487.5776397515528,1.2422360248447204
3604114,247.3372781065089,50.29585798816568,15.976331360946746,181.06508875739644,1.183431952662722
