PUMA,Total Injuries per 100 Street Miles,Pedestrian Injuries per 100 Street Miles,Cyclist Injuries per 100 Street Miles,Motorist Injuries per 100 Street Miles,Total Fatalities per 100 Street Miles
3603701,451.8987341772152,146.8354430379747,15.18987341772152,289.873417721519,3.79746835443038
3603702,894.5736434108527,140.31007751937986,24.8062015503876,729.4573643410853,2.3255813953488373
3603703,325.3086419753086,63.580246913580254,6.790123456790123,254.93827160493828,1.8518518518518516
3603704,794.1176470588235,178.4313725490196,35.294117647058826,580.3921568627451,3.9215686274509802
3603705,1183.0,284.0,68.0,831.0,6.0
3603706,1335.5555555555557,375.55555555555554,55.55555555555556,904.4444444444445,4.444444444444445
3603709,590.3508771929825,126.3157894736842,36.84210526315789,427.1929824561403,2.631578947368421
3603710,983.8709677419354,212.0967741935484,74.19354838709677,697.5806451612902,4.032258064516129
3603801,875.0,256.94444444444446,87.5,530.5555555555555,2.7777777777777777
3603803,1341.860465116279,360.4651162790698,174.41860465116278,806.9767441860465,4.651162790697675
3603804,928.3333333333334,306.6666666666667,86.66666666666667,535.0,3.3333333333333335
3603805,893.4426229508198,308.1967213114754,155.7377049180328,429.5081967213115,6.557377049180328
3603806,838.0952380952382,252.38095238095238,157.14285714285714,428.57142857142856,4.761904761904762
3603807,1562.7906976744184,545.3488372093024,288.3720930232558,729.0697674418604,10.465116279069768
3603808,1820.754716981132,511.3207547169812,322.64150943396226,986.7924528301886,3.7735849056603774
3603809,1256.896551724138,370.6896551724138,275.86206896551727,610.344827586207,13.793103448275861
3603810,1105.3191489361702,336.17021276595744,206.38297872340425,562.7659574468086,4.25531914893617
3603901,177.27272727272728,21.464646464646464,3.787878787878788,152.02020202020202,0.7575757575757576
3603902,282.370820668693,34.954407294832826,5.47112462006079,241.9452887537994,1.21580547112462
3603903,350.3401360544218,67.00680272108843,15.646258503401361,267.687074829932,1.7006802721088436
3604001,897.4137931034483,200.0,188.79310344827587,508.62068965517244,5.172413793103448
3604002,1274.2424242424242,218.18181818181816,206.06060606060606,850.0,4.545454545454546
3604003,1403.3898305084745,286.4406779661017,213.55932203389833,903.3898305084746,1.694915254237288
3604004,1004.2105263157895,220.00000000000003,174.73684210526318,609.4736842105262,1.0526315789473684
3604006,1905.0847457627117,422.0338983050848,152.54237288135593,1330.508474576271,5.084745762711865
3604007,1496.2025316455697,324.0506329113924,83.54430379746836,1088.607594936709,6.329113924050633
3604008,1177.037037037037,193.33333333333334,57.03703703703704,926.6666666666667,2.9629629629629632
3604009,577.0731707317073,110.2439024390244,27.31707317073171,439.51219512195127,2.9268292682926833
3604010,1721.83908045977,249.42528735632186,88.50574712643679,1383.9080459770114,1.1494252873563218
3604011,1956.09756097561,331.7073170731707,146.34146341463415,1478.0487804878048,7.317073170731707
3604012,805.4945054945055,196.7032967032967,101.0989010989011,507.6923076923077,2.197802197802198
3604013,490.3846153846154,130.76923076923077,41.34615384615385,318.2692307692308,1.9230769230769231
3604014,774.1176470588235,256.47058823529414,117.64705882352942,400.0,3.5294117647058822
3604015,1244.3037974683546,278.4810126582279,118.9873417721519,846.8354430379748,1.2658227848101267
3604016,567.4603174603175,173.015873015873,61.904761904761905,332.53968253968253,3.968253968253968
3604017,668.9320388349515,191.2621359223301,69.90291262135922,407.7669902912621,4.854368932038835
3604018,568.918918918919,152.7027027027027,45.94594594594595,370.27027027027026,4.054054054054054
3604101,778.125,165.625,100.78125,511.71875,3.125
3604102,834.6534653465346,183.16831683168317,108.91089108910892,542.5742574257426,3.9603960396039604
3604103,435.7638888888889,110.06944444444444,28.47222222222222,297.22222222222223,2.7777777777777777
3604105,520.8436724565756,46.898263027295286,6.9478908188585615,466.9975186104218,1.488833746898263
3604106,436.50793650793645,84.12698412698413,14.814814814814813,337.56613756613757,1.0582010582010581
3604108,447.72727272727275,136.36363636363635,22.727272727272727,288.6363636363636,4.545454545454546
3604109,649.6732026143791,105.22875816993465,81.04575163398692,463.39869281045753,3.2679738562091507
3604110,543.7125748502993,104.79041916167664,58.68263473053892,380.2395209580838,1.7964071856287425
3604111,639.84375,126.5625,35.9375,477.34375,3.125
3604112,794.6360153256705,136.7816091954023,24.904214559386972,632.9501915708812,1.532567049808429
3604113,576.3975155279503,82.6086956521739,22.36024844720497,471.42857142857144,2.484472049689441
3604114,306.50887573964496,66.27218934911244,15.384615384615385,224.85207100591714,0.591715976331361
