PUMA,Total Injuries per 100 Street Miles,Pedestrian Injuries per 100 Street Miles,Cyclist Injuries per 100 Street Miles,Motorist Injuries per 100 Street Miles,Total Fatalities per 100 Street Miles
3603701,421.5189873417722,126.58227848101266,26.582278481012654,268.3544303797469,2.5316455696202533
3603702,662.015503875969,131.7829457364341,24.8062015503876,505.4263565891473,3.10077519379845
3603703,250.6172839506173,51.85185185185185,9.876543209876543,188.88888888888889,2.4691358024691357
3603704,688.2352941176471,140.19607843137254,39.21568627450981,508.8235294117647,3.9215686274509802
3603705,1038.0,246.0,80.0,712.0,1.0
3603707,1333.3333333333335,306.25,100.0,927.0833333333334,2.083333333333333
3603708,1031.1475409836066,267.21311475409834,100.0,663.9344262295082,13.114754098360656
3603709,609.6491228070175,150.87719298245614,30.701754385964914,428.0701754385965,2.631578947368421
3603710,840.3225806451612,186.29032258064515,58.06451612903226,595.9677419354839,4.838709677419355
3603801,850.0,291.66666666666663,86.11111111111111,472.22222222222223,4.166666666666666
3603802,877.7777777777778,235.55555555555557,124.44444444444444,517.7777777777778,4.444444444444445
3603803,1272.093023255814,348.83720930232556,144.1860465116279,779.0697674418604,6.976744186046512
3603805,1073.7704918032787,409.83606557377044,177.04918032786884,486.88524590163934,8.19672131147541
3603806,768.2539682539683,277.77777777777777,155.55555555555557,334.92063492063494,4.761904761904762
3603807,1741.860465116279,631.3953488372092,350.0,760.4651162790698,5.813953488372093
3603808,1775.4716981132078,658.4905660377358,335.8490566037736,781.132075471698,5.660377358490567
3603809,1125.8620689655172,367.2413793103448,287.9310344827586,470.6896551724138,5.172413793103448
3603810,926.595744680851,300.0,210.63829787234042,415.95744680851067,1.0638297872340425
3603901,161.6161616161616,16.414141414141415,3.0303030303030303,142.17171717171718,2.272727272727273
3603902,257.4468085106383,31.00303951367781,2.127659574468085,224.31610942249242,2.127659574468085
3603903,302.0408163265306,56.12244897959183,10.204081632653061,235.71428571428572,1.7006802721088436
3604001,845.6896551724138,185.3448275862069,190.51724137931035,469.8275862068965,1.7241379310344827
3604003,1289.8305084745764,281.35593220338984,211.86440677966104,796.6101694915254,6.779661016949152
3604004,944.2105263157895,226.3157894736842,183.1578947368421,534.7368421052631,5.263157894736842
3604005,552.6315789473684,114.73684210526316,95.78947368421052,342.10526315789474,1.0526315789473684
3604006,1720.3389830508474,430.50847457627117,166.10169491525423,1123.728813559322,5.084745762711865
3604007,1250.632911392405,196.20253164556962,84.81012658227847,969.620253164557,5.063291139240507
3604008,1056.2962962962963,154.8148148148148,51.11111111111111,850.3703703703703,6.666666666666667
3604009,548.2926829268293,98.04878048780488,21.463414634146343,428.7804878048781,2.9268292682926833
3604010,1542.528735632184,232.183908045977,86.20689655172413,1224.1379310344828,3.4482758620689653
3604011,1712.1951219512193,426.82926829268297,153.65853658536585,1131.7073170731708,2.4390243902439024
3604012,795.6043956043957,208.79120879120882,90.10989010989012,496.7032967032967,3.296703296703297
3604013,466.3461538461538,110.57692307692308,38.46153846153847,317.30769230769226,1.9230769230769231
3604014,870.5882352941176,267.05882352941177,121.17647058823529,482.35294117647055,3.5294117647058822
3604015,1175.9493670886077,303.7974683544304,136.70886075949366,735.4430379746835,5.063291139240507
3604016,523.015873015873,130.15873015873015,46.82539682539682,346.031746031746,5.555555555555555
3604017,625.2427184466019,185.4368932038835,58.252427184466015,381.5533980582524,4.854368932038835
3604018,506.7567567567568,136.48648648648648,45.94594594594595,324.3243243243243,2.7027027027027026
3604101,689.0625,156.25,82.03125,450.78125,3.90625
3604102,763.3663366336633,154.45544554455446,109.9009900990099,499.009900990099,3.9603960396039604
3604103,361.11111111111114,93.40277777777779,25.34722222222222,242.36111111111111,3.125
3604104,208.26446280991738,40.909090909090914,8.264462809917356,159.0909090909091,1.2396694214876034
3604105,419.6029776674938,43.17617866004963,10.669975186104217,365.75682382133994,1.7369727047146404
3604106,401.058201058201,75.13227513227513,13.756613756613756,312.1693121693122,1.5873015873015872
3604107,498.9583333333333,162.5,71.875,264.58333333333337,1.0416666666666665
3604108,485.22727272727275,134.0909090909091,35.22727272727273,315.90909090909093,1.1363636363636365
3604109,665.3594771241831,116.99346405228759,87.58169934640523,460.78431372549016,1.9607843137254901
3604110,480.23952095808386,99.40119760479041,56.287425149700596,324.5508982035928,2.9940119760479043
3604111,704.6875,128.125,46.875,529.6875,3.125
3604112,700.0,129.8850574712644,28.35249042145594,541.7624521072797,1.9157088122605364
3604113,593.1677018633541,75.77639751552795,25.465838509316768,491.92546583850935,3.7267080745341614
3604114,264.49704142011836,46.74556213017752,17.75147928994083,200.0,2.366863905325444
