PUMA,Total Injuries per 100 Street Miles,Pedestrian Injuries per 100 Street Miles,Cyclist Injuries per 100 Street Miles,Motorist Injuries per 100 Street Miles,Total Fatalities per 100 Street Miles
3603701,478.4810126582278,139.24050632911394,16.455696202531644,322.7848101265823,2.5316455696202533
3603702,612.4031007751938,122.48062015503875,13.953488372093023,475.96899224806197,5.426356589147287
3603703,310.4938271604938,52.46913580246913,7.4074074074074066,250.6172839506173,0.6172839506172839
3603704,911.7647058823529,175.49019607843138,29.411764705882355,706.8627450980392,4.901960784313726
3603705,1331.0,294.0,54.0,983.0,3.0
3603706,1260.0,451.1111111111111,51.11111111111111,757.7777777777777,8.88888888888889
3603707,1458.3333333333335,347.91666666666663,50.0,1060.4166666666665,4.166666666666666
3603708,1196.72131147541,301.6393442622951,52.459016393442624,842.6229508196722,3.278688524590164
3603709,832.4561403508773,184.21052631578948,50.877192982456144,597.3684210526316,3.508771929824561
3603710,1000.0,234.6774193548387,48.38709677419355,716.9354838709677,3.225806451612903
3603801,1044.4444444444446,290.27777777777777,84.72222222222221,669.4444444444445,5.555555555555555
3603803,1372.093023255814,416.2790697674419,144.1860465116279,811.6279069767442,4.651162790697675
3603804,1041.6666666666665,323.3333333333333,86.66666666666667,631.6666666666666,6.666666666666667
3603805,1106.5573770491803,385.24590163934425,139.34426229508196,581.967213114754,11.475409836065573
3603806,815.8730158730158,306.3492063492064,149.20634920634922,360.3174603174603,7.936507936507936
3603807,1970.9302325581393,780.2325581395348,303.48837209302326,887.2093023255815,2.3255813953488373
3603808,1756.6037735849059,673.5849056603773,277.35849056603774,805.6603773584906,9.433962264150944
3603809,1286.2068965517242,508.62068965517244,281.0344827586207,496.55172413793105,8.620689655172415
3603810,1007.4468085106383,361.7021276595745,186.17021276595744,459.57446808510645,2.127659574468085
3603901,177.02020202020202,22.727272727272727,2.525252525252525,151.76767676767676,1.7676767676767675
3603902,277.50759878419456,28.267477203647417,3.343465045592705,245.89665653495442,1.21580547112462
3603903,338.7755102040816,66.3265306122449,10.204081632653061,262.2448979591837,3.741496598639456
3604001,675.8620689655172,153.44827586206898,140.51724137931035,381.89655172413796,3.4482758620689653
3604002,1168.1818181818182,286.3636363636364,148.4848484848485,733.3333333333333,4.545454545454546
3604003,1272.8813559322034,323.728813559322,142.3728813559322,806.7796610169491,1.694915254237288
3604004,1173.6842105263158,275.7894736842105,184.21052631578948,713.6842105263158,8.421052631578947
3604005,691.578947368421,160.0,103.15789473684211,428.421052631579,4.2105263157894735
3604006,1967.7966101694917,457.6271186440678,147.45762711864407,1362.7118644067796,3.389830508474576
3604007,1586.0759493670885,324.0506329113924,102.53164556962024,1159.493670886076,2.5316455696202533
3604008,1143.7037037037037,184.44444444444446,51.85185185185185,907.4074074074074,2.2222222222222223
3604009,775.1219512195122,141.46341463414635,50.24390243902439,583.4146341463414,3.902439024390244
3604010,1974.712643678161,331.0344827586207,97.70114942528735,1545.977011494253,5.747126436781609
3604013,575.9615384615385,152.8846153846154,30.76923076923077,392.30769230769226,4.807692307692308
3604014,917.6470588235294,294.11764705882354,115.29411764705881,508.235294117647,4.705882352941177
3604015,1596.2025316455697,367.0886075949367,112.65822784810126,1116.4556962025317,8.860759493670885
3604016,664.2857142857143,178.57142857142858,42.06349206349206,443.6507936507937,5.555555555555555
3604017,729.126213592233,194.1747572815534,60.19417475728155,474.75728155339806,3.8834951456310676
3604018,698.6486486486486,206.75675675675674,37.83783783783784,454.05405405405406,8.108108108108109
3604101,716.40625,189.0625,63.28125,464.0625,2.34375
3604102,893.0693069306932,207.92079207920793,111.88118811881189,573.2673267326733,2.9702970297029703
3604103,343.40277777777777,104.16666666666667,25.694444444444443,213.54166666666666,1.0416666666666665
3604104,205.3719008264463,46.69421487603306,8.677685950413224,150.0,2.479338842975207
3604105,445.6575682382134,46.898263027295286,7.444168734491314,391.3151364764268,1.240694789081886
3604106,525.925925925926,89.41798941798942,21.693121693121693,414.8148148148148,2.6455026455026456
3604107,686.4583333333333,176.04166666666669,86.45833333333334,423.9583333333333,1.0416666666666665
3604108,509.09090909090907,176.13636363636365,45.45454545454545,287.5,4.545454545454546
3604109,675.1633986928105,127.45098039215685,68.62745098039215,479.0849673202614,1.3071895424836601
3604110,504.7904191616767,125.74850299401197,38.92215568862276,340.11976047904193,3.592814371257485
3604111,753.125,144.53125,53.125,555.46875,3.125
3604112,701.1494252873563,122.22222222222223,27.586206896551722,551.3409961685824,1.9157088122605364
3604113,574.5341614906832,85.09316770186336,21.11801242236025,468.3229813664596,4.968944099378882
3604114,311.2426035502958,60.35502958579882,20.118343195266274,230.76923076923075,0.591715976331361
