PUMA,Total Injuries per 100 Street Miles,Pedestrian Injuries per 100 Street Miles,Cyclist Injuries per 100 Street Miles,Motorist Injuries per 100 Street Miles,Total Fatalities per 100 Street Miles
3603701,444.3037974683544,117.72151898734178,20.253164556962027,306.3291139240506,1.2658227848101267
3603702,620.15503875969,129.45736434108528,17.05426356589147,473.6434108527132,4.651162790697675
3603703,322.8395061728395,58.64197530864198,13.580246913580247,250.6172839506173,1.2345679012345678
3603704,733.3333333333333,154.90196078431373,38.23529411764706,540.1960784313726,3.9215686274509802
3603705,1058.0,297.0,59.0,702.0,6.0
3603706,1295.5555555555557,451.1111111111111,55.55555555555556,788.8888888888889,2.2222222222222223
3603707,1454.1666666666665,358.33333333333337,77.08333333333334,1018.75,16.666666666666664
3603708,998.360655737705,314.75409836065575,59.01639344262295,624.5901639344262,4.918032786885246
3603709,776.3157894736843,196.49122807017542,46.49122807017544,533.3333333333333,3.508771929824561
3603710,857.258064516129,249.19354838709674,36.29032258064516,571.7741935483871,4.032258064516129
3603801,940.2777777777778,329.16666666666663,84.72222222222221,526.3888888888889,5.555555555555555
3603802,1044.4444444444446,315.55555555555554,128.88888888888889,600.0,4.444444444444445
3603803,1360.4651162790697,379.06976744186045,165.11627906976744,816.2790697674419,6.976744186046512
3603804,1051.6666666666667,331.6666666666667,96.66666666666667,623.3333333333334,8.333333333333332
3603805,1009.8360655737705,390.1639344262295,154.0983606557377,465.57377049180326,8.19672131147541
3603806,820.6349206349206,304.76190476190476,120.63492063492063,395.23809523809524,3.1746031746031744
3603807,1866.2790697674418,762.7906976744187,316.27906976744185,787.2093023255813,12.790697674418606
3603808,1800.0,726.4150943396227,269.811320754717,803.7735849056604,13.20754716981132
3603809,1413.7931034482758,468.96551724137925,306.89655172413796,637.9310344827586,3.4482758620689653
3603810,1067.0212765957447,426.59574468085106,155.3191489361702,485.10638297872345,2.127659574468085
3603901,178.2828282828283,16.161616161616163,1.2626262626262625,160.85858585858585,0.5050505050505051
3603902,275.6838905775076,36.17021276595745,3.951367781155015,235.56231003039514,2.127659574468085
3603903,362.5850340136054,70.06802721088435,10.54421768707483,281.97278911564626,1.3605442176870748
3604001,852.5862068965517,195.68965517241378,191.3793103448276,465.51724137931035,10.344827586206897
3604002,1237.878787878788,268.1818181818182,145.45454545454547,824.2424242424242,1.5151515151515151
3604003,1435.593220338983,316.9491525423729,189.83050847457628,928.8135593220339,1.694915254237288
3604004,1037.8947368421052,282.10526315789474,172.63157894736844,583.1578947368422,4.2105263157894735
3604005,652.6315789473684,140.0,136.8421052631579,375.7894736842105,3.1578947368421053
3604006,1976.2711864406779,479.6610169491525,188.135593220339,1308.4745762711866,10.16949152542373
3604007,1469.620253164557,339.2405063291139,89.87341772151899,1040.506329113924,2.5316455696202533
3604008,1103.7037037037037,173.33333333333334,51.11111111111111,879.2592592592592,5.185185185185185
3604009,640.9756097560976,115.12195121951218,30.24390243902439,495.609756097561,4.390243902439024
3604010,1679.310344827586,288.50574712643675,86.20689655172413,1304.5977011494253,13.793103448275861
3604012,869.2307692307692,229.67032967032966,84.61538461538461,554.945054945055,2.197802197802198
3604013,517.3076923076924,133.65384615384613,41.34615384615385,342.30769230769226,3.8461538461538463
3604014,858.8235294117646,262.3529411764706,120.0,476.4705882352941,5.88235294117647
3604015,1186.0759493670885,345.5696202531646,77.21518987341773,763.2911392405063,1.2658227848101267
3604016,634.9206349206349,177.77777777777777,46.03174603174603,411.1111111111111,3.968253968253968
3604017,632.0388349514564,175.72815533980582,73.7864077669903,382.5242718446602,4.854368932038835
3604018,612.1621621621622,164.86486486486487,51.35135135135135,395.94594594594594,4.054054054054054
3604101,650.78125,179.6875,87.5,383.59375,4.6875
3604102,955.4455445544555,216.83168316831686,117.82178217821782,620.7920792079208,5.9405940594059405
3604103,345.48611111111114,113.88888888888889,17.36111111111111,214.23611111111111,2.430555555555556
3604104,197.10743801652893,39.25619834710744,9.090909090909092,148.7603305785124,2.479338842975207
3604105,410.1736972704715,41.43920595533499,10.173697270471465,358.56079404466504,2.729528535980149
3604106,460.3174603174603,96.82539682539682,7.936507936507936,355.55555555555554,2.1164021164021163
3604107,602.0833333333333,196.875,58.333333333333336,346.875,8.333333333333332
3604108,448.8636363636363,145.45454545454547,30.681818181818183,272.7272727272727,1.1363636363636365
3604109,698.6928104575163,138.56209150326796,81.04575163398692,479.0849673202614,8.49673202614379
3604110,487.42514970059875,106.58682634730539,27.54491017964072,353.2934131736527,3.592814371257485
3604111,616.40625,128.125,59.375,428.90625,4.6875
3604112,660.9195402298851,134.48275862068965,27.586206896551722,498.8505747126437,1.9157088122605364
3604113,611.8012422360248,87.5776397515528,20.496894409937887,503.7267080745342,1.8633540372670807
